Komentar,Bintang,Tanggal,clean_text,Sentimen,Aspek_Terdeteksi,Confidence_Score
sekarang kurang akurat infonya,3,2025-09-29 17:06:06,sekarang kurang akurat infonya,Netral,Performa,0.5234262943267822
untuk lokasi Purwakarta hilang min,3,2025-09-29 15:03:11,untuk lokasi purwakarta hilang min,Netral,Akurasi,0.5005003809928894
bagus sekali!!!¡¡¡,5,2025-09-28 19:54:13,bagus sekali,Positif,UI/UX,0.3726368546485901
"Kocak bangetttt... Setelah di update, masa titiknya di gunung sahari terus, sudah diperbaiki pakai GPS dan pilih cara manual tetap aja balik ke GUNUNG SAHARI... padahal kita di Pekanbaru Riau.....",5,2025-09-28 16:36:27,kocak bangetttt setelah di update masa titiknya di gunung sahari terus sudah diperbaiki pakai gps dan pilih cara manual tetap aja balik ke gunung sahari padahal kita di pekanbaru riau,Positif,Akurasi,0.5698696374893188
"jelek kali, informasinya gak to the point, org mau cari tau cuaca jam sekian itu apa, kasih teks jugak biar paham, gak cuman gambar, kasih persentasi hujan berapa persen di jam sekian, bisa buat informasi yg bagus gk sih?, apa gunannya ni aplikasi info bmkg kalau informasi aja setengah""",1,2025-09-28 14:57:27,jelek kali informasinya gak to the point org mau cari tau cuaca jam sekian itu apa kasih teks jugak biar paham gak cuman gambar kasih persentasi hujan berapa persen di jam sekian bisa buat informasi yg bagus gk sih apa gunannya ni aplikasi info bmkg kalau informasi aja setengah,Negatif,UI/UX,0.9428608417510986
kok tambah ngaco,3,2025-09-28 11:04:41,kok tambah ngaco,Netral,Performa,0.49823230504989624
mudah2 semakin akurat presiksi2'nya,5,2025-09-27 23:20:47,mudah2 semakin akurat presiksi2 nya,Positif,UI/UX,0.45002827048301697
"di update makin parah , citra satelit gak bisa ditampilkan kadang eror. ganti vendor pembuat aplikasinya yg kompeten",1,2025-09-27 21:30:21,di update makin parah citra satelit gak bisa ditampilkan kadang eror ganti vendor pembuat aplikasinya yg kompeten,Negatif,UI/UX,0.7270789742469788
"ok bisa membantu, dalam kewaspadaan",5,2025-09-27 19:13:45,ok bisa membantu dalam kewaspadaan,Positif,Akurasi,0.41793274879455566
aplikasi ini sangat di perlukan,5,2025-09-27 17:03:06,aplikasi ini sangat di perlukan,Positif,UI/UX,0.807415783405304
Sangat membantu sekali dalam mencari info cuaca 👍,5,2025-09-27 16:56:03,sangat membantu sekali dalam mencari info cuaca,Positif,Akurasi,0.6205424666404724
Alhamdulillah,5,2025-09-27 16:48:04,alhamdulillah,Positif,UI/UX,0.38268861174583435
"baru aja dowload lang sing ada peringatan gempa aja terus beneran deh gempa,, bener bener akurat nih aplikasinya",5,2025-09-27 16:24:31,baru aja dowload lang sing ada peringatan gempa aja terus beneran deh gempa bener bener akurat nih aplikasinya,Positif,Akurasi,0.6848227381706238
cukup baik,4,2025-09-27 15:13:57,cukup baik,Positif,UI/UX,0.4191194176673889
kenapa setelah update citra satelit tidak bisa di buka,3,2025-09-27 10:56:42,kenapa setelah update citra satelit tidak bisa di buka,Netral,Performa,0.5087085366249084
Bagus sekali...👍👍👍👍,5,2025-09-27 07:16:00,bagus sekali,Positif,UI/UX,0.3726368546485901
"nyaris tepat , sangat bagus sebagai panduan untuk rutinitas kegiatan dlm keseharian",5,2025-09-27 07:14:47,nyaris tepat sangat bagus sebagai panduan untuk rutinitas kegiatan dlm keseharian,Positif,UI/UX,0.47559282183647156
"Aplikasi yang sangat bagus dan sangat akurat,",5,2025-09-27 04:34:13,aplikasi yang sangat bagus dan sangat akurat,Positif,UI/UX,0.9551917910575867
"baru aja pembaruan, citra satelit gk bisa dibuka",5,2025-09-27 03:16:21,baru aja pembaruan citra satelit gk bisa dibuka,Positif,Performa,0.786504864692688
sangat membantu sekali bagi saya pribadi dan instansi dalam memberingan informasi dini buat masyarakat,5,2025-09-26 22:47:16,sangat membantu sekali bagi saya pribadi dan instansi dalam memberingan informasi dini buat masyarakat,Positif,Performa,0.5843941569328308
kerenn....,5,2025-09-26 22:23:48,kerenn,Positif,UI/UX,0.4184688329696655
"Lambat banget sekarang Pemberitahuan gempa nya , semakin jelek aplikasinya",1,2025-09-26 21:46:21,lambat banget sekarang pemberitahuan gempa nya semakin jelek aplikasinya,Negatif,Performa,0.8316198587417603
tala lagi sakit,5,2025-09-26 21:04:11,tala lagi sakit,Positif,Performa,0.47251811623573303
mohot tambahkan mode gelap,3,2025-09-26 20:51:10,mohot tambahkan mode gelap,Netral,Akurasi,0.5400269031524658
kenapa tidak bisa diperbarui terima kasih,4,2025-09-26 19:57:05,kenapa tidak bisa diperbarui terima kasih,Positif,Performa,0.6300430297851562
aplikasi ini sangat bermanfaat buat yang belum tau berita bencana,5,2025-09-26 16:48:51,aplikasi ini sangat bermanfaat buat yang belum tau berita bencana,Positif,UI/UX,0.966238796710968
aplikasi gak jelas buang duit rakyat,1,2025-09-25 17:29:02,aplikasi gak jelas buang duit rakyat,Negatif,UI/UX,0.7050516605377197
"Kontribusi untuk cuaca tidak berguna. musalnya: Sudah diusulkan bahwa cuaca di lokasi Sukabakti, Curug, Tangerang, hujan lebat. tetapi di aplikasi tetap tertera BERAWAN. Jadi, untuk apa diminta ikut serta berkontribusi untuk cuaca jika aplikasi tidak diupdate?",3,2025-09-25 13:36:36,kontribusi untuk cuaca tidak berguna musalnya sudah diusulkan bahwa cuaca di lokasi sukabakti curug tangerang hujan lebat tetapi di aplikasi tetap tertera berawan jadi untuk apa diminta ikut serta berkontribusi untuk cuaca jika aplikasi tidak diupdate,Netral,UI/UX,0.8696082234382629
"Membantu Terutama Petani Penggarap Tembakau Untuk Berusaha Menghindari Adanya Kemungkinan Hujan Ringan Di musim Tembakau dan Waktu Menjemur Tembakau Rajangan di wilayah kami di musim bulan Agustus, September, Oktober ini juga saat musim hujan tiba untuk petani siap menanam palawija...dll Semoga Tim pengamat BMKG senantiasa di berikan kesehatan dan sukses selalu di bidangnya",5,2025-09-24 23:59:01,membantu terutama petani penggarap tembakau untuk berusaha menghindari adanya kemungkinan hujan ringan di musim tembakau dan waktu menjemur tembakau rajangan di wilayah kami di musim bulan agustus september oktober ini juga saat musim hujan tiba untuk petani siap menanam palawija dll semoga tim pengamat bmkg senantiasa di berikan kesehatan dan sukses selalu di bidangnya,Positif,Akurasi,0.7478577494621277
"sebenernya sih bagus ya, cuma tambahin dong peringatan dini gempa kek jepang biar bisa antisipasi",3,2025-09-22 22:48:45,sebenernya sih bagus ya cuma tambahin dong peringatan dini gempa kek jepang biar bisa antisipasi,Netral,Akurasi,0.5956389904022217
kami di papua tp knp waktunya pake WIB. kan membingungkan.. tdk bsa atur zona waktu. tlong developer diperbaiki. 🙏,2,2025-09-22 17:18:19,kami di papua tp knp waktunya pake wib kan membingungkan tdk bsa atur zona waktu tlong developer diperbaiki,Negatif,Performa,0.8680666089057922
"GPS/lokasi perangkat HP android tidak bisa disetting sesuai lokasi pemakai, beda jaraknya sampe 73 km dr perangkat. pdhal google GPS berjalan baik dan normal seduai lokasi perangkat.",3,2025-09-21 21:40:22,gps lokasi perangkat hp android tidak bisa disetting sesuai lokasi pemakai beda jaraknya sampe 73 km dr perangkat pdhal google gps berjalan baik dan normal seduai lokasi perangkat,Netral,UI/UX,0.46171998977661133
Tanjung Jabung Barat Jambi Tungkal Harapan,3,2025-09-20 05:24:59,tanjung jabung barat jambi tungkal harapan,Netral,Akurasi,0.690581202507019
sering banget kalau habis gempa mau lihat info titik gempa apk eror tolong diperbaiki,3,2025-09-19 23:56:28,sering banget kalau habis gempa mau lihat info titik gempa apk eror tolong diperbaiki,Netral,UI/UX,0.889329731464386
"tidak akurat, butut",5,2025-09-19 23:13:52,tidak akurat butut,Positif,Performa,0.5659787058830261
oke👍,5,2025-09-19 21:20:00,oke,Positif,UI/UX,0.38028770685195923
aplikasi sampah pegawainya bayarane Tah gede tapi mending dukun....nglomboni udan ora ya udan jere terang ya udan gede,1,2025-09-19 20:56:20,aplikasi sampah pegawainya bayarane tah gede tapi mending dukun nglomboni udan ora ya udan jere terang ya udan gede,Negatif,Akurasi,0.8239901661872864
aplikasinya bagus tapi diharapkan untuk kualitas udara bisa disesuaikan dengan lokasi kita,4,2025-09-19 16:47:56,aplikasinya bagus tapi diharapkan untuk kualitas udara bisa disesuaikan dengan lokasi kita,Positif,Akurasi,0.7385117411613464
akurat,5,2025-09-18 06:58:24,akurat,Positif,UI/UX,0.4741746783256531
radar sering macet knp !?,3,2025-09-16 13:48:56,radar sering macet knp,Netral,Performa,0.7845963835716248
"Fitur radar gak berfungsi, apa anggaran lagi dikorupsi? Mikirlah kalian untuk orang lapangan perlu radar biar tau mau ujan atw nggak. Apa agama kalian gak ngajarin korupsi itu haram?? Atau masi beragama kalian??",3,2025-09-16 07:25:49,fitur radar gak berfungsi apa anggaran lagi dikorupsi mikirlah kalian untuk orang lapangan perlu radar biar tau mau ujan atw nggak apa agama kalian gak ngajarin korupsi itu haram atau masi beragama kalian,Netral,Performa,0.6450109481811523
"Mohon bisa dijadikan widget pada smartphone , ini sudah sangat membantu",4,2025-09-14 22:07:55,mohon bisa dijadikan widget pada smartphone ini sudah sangat membantu,Positif,UI/UX,0.826416015625
apknya terlalu ribet... prediksi hujannya juga tidak ada...,1,2025-09-14 06:02:12,apknya terlalu ribet prediksi hujannya juga tidak ada,Negatif,UI/UX,0.9630277752876282
sayangnya tidak widget untuk layar depan,3,2025-09-13 07:32:08,sayangnya tidak widget untuk layar depan,Netral,Performa,0.4707111418247223
Cuaca Terbaik 😇,5,2025-09-13 04:42:54,cuaca terbaik,Positif,Akurasi,0.9758291840553284
kurang fokus / detail,5,2025-09-13 01:56:35,kurang fokus detail,Positif,Performa,0.4976792335510254
semoga BMKG LEBIH MAJU,5,2025-09-12 23:39:43,semoga bmkg lebih maju,Positif,Akurasi,0.4074528217315674
"nyesel update aplikasi BMKG, udah setting lokasi alamat saya malah terus-terusan kembali ke awal (Gunung Sahari Selatan) lagi. Tau gitu dari awal jangan di update",3,2025-09-12 14:35:26,nyesel update aplikasi bmkg udah setting lokasi alamat saya malah terus terusan kembali ke awal gunung sahari selatan lagi tau gitu dari awal jangan di update,Netral,UI/UX,0.6670225262641907
tolong lah adain fitur widget biar tau kondisi cuaca secara langsung,5,2025-09-12 12:34:32,tolong lah adain fitur widget biar tau kondisi cuaca secara langsung,Positif,UI/UX,0.502275824546814
baik sekali,5,2025-09-11 22:25:50,baik sekali,Positif,UI/UX,0.4327412545681
apps bagus sayang pemberitauan telat....,2,2025-09-11 12:36:02,apps bagus sayang pemberitauan telat,Negatif,Performa,0.8957587480545044
jadi tenang kalo ada becana alam jadi penyelat semua jadi aman,5,2025-09-09 20:07:36,jadi tenang kalo ada becana alam jadi penyelat semua jadi aman,Positif,Akurasi,0.9417829513549805
"Buatin widget cuaca yang bisa kasih tau info cuaca, g3mpa, kualitas udara, kelembapan dll secara realtime",5,2025-09-09 18:09:44,buatin widget cuaca yang bisa kasih tau info cuaca g3mpa kualitas udara kelembapan dll secara realtime,Positif,UI/UX,0.7999109029769897
"Tidak percaya dengan prakiraan cuaca, tidak membuktikan asli dengan situasi dan kondisi real terkini ditempat saya. Setelah saya riset prakiraan hanyala tipuan belaka.",1,2025-09-09 15:23:31,tidak percaya dengan prakiraan cuaca tidak membuktikan asli dengan situasi dan kondisi real terkini ditempat saya setelah saya riset prakiraan hanyala tipuan belaka,Negatif,UI/UX,0.3861755132675171
Berguna sekali.,5,2025-09-09 12:15:29,berguna sekali,Positif,UI/UX,0.5002327561378479
good,5,2025-09-08 14:42:53,good,Positif,UI/UX,0.4395790696144104
sangat akurat,5,2025-09-07 14:14:42,sangat akurat,Positif,UI/UX,0.5535319447517395
"prakiraan cuacanya update doong, update. Prediksi berawan, tau tau hujan lebat",2,2025-09-06 20:44:05,prakiraan cuacanya update doong update prediksi berawan tau tau hujan lebat,Negatif,Akurasi,0.39312899112701416
"Gak ada akurat2nya ini aplikasi, kadang malu juga Makai aplikasi nihh, namanya aja yg mantab tapi hasilnya parah. berbenah lah lagi secepatnya.. seperti aplikasi tak bertuan😓",5,2025-09-06 19:01:12,gak ada akurat2nya ini aplikasi kadang malu juga makai aplikasi nihh namanya aja yg mantab tapi hasilnya parah berbenah lah lagi secepatnya seperti aplikasi tak bertuan,Positif,Performa,0.7075100541114807
SAMSUNG GALAXY j4,1,2025-09-04 18:11:52,samsung galaxy j4,Negatif,Akurasi,0.47057250142097473
Sangat canggih,5,2025-09-04 16:50:11,sangat canggih,Positif,UI/UX,0.48333653807640076
"Dapat informasi gempa bumi cepat dan akurat, mantab.",5,2025-09-04 09:50:08,dapat informasi gempa bumi cepat dan akurat mantab,Positif,Akurasi,0.7714089751243591
"Tolong dong berita gempa itu di update secepatnya, Di google itu gempa udah ada updatenya tapi di bmkg nggak ada di update jg.",4,2025-09-04 08:27:43,tolong dong berita gempa itu di update secepatnya di google itu gempa udah ada updatenya tapi di bmkg nggak ada di update jg,Positif,Akurasi,0.49465447664260864
04 September 2025 Barusan ada gempa beberapa menit yg lalu tapi dari BMKG belum ada penjelasannya.,3,2025-09-04 08:27:02,04 september 2025 barusan ada gempa beberapa menit yg lalu tapi dari bmkg belum ada penjelasannya,Netral,Akurasi,0.5753514170646667
gak realtime ngasih tau info gempa nya,2,2025-09-03 07:08:46,gak realtime ngasih tau info gempa nya,Negatif,Performa,0.4706171452999115
bagus aplikasinya,5,2025-09-03 05:33:58,bagus aplikasinya,Positif,UI/UX,0.9811801314353943
"untuk notifikasi klo ada gempa kenapa lambat bgt,. semisal ada gempa jam 8 notif y baru muncul sejam setelah nya... parah bgt..",1,2025-09-02 22:40:37,untuk notifikasi klo ada gempa kenapa lambat bgt semisal ada gempa jam 8 notif y baru muncul sejam setelah nya parah bgt,Negatif,Akurasi,0.9484410881996155
"tidak akurat katanya cerah berawan gak taunya hujan bikin rugi hasil panen akhirnya banyak yg rusak,",1,2025-08-28 00:06:36,tidak akurat katanya cerah berawan gak taunya hujan bikin rugi hasil panen akhirnya banyak yg rusak,Negatif,Performa,0.6468331813812256
kesini cuma karena ada vtuber shinna di akun tiktok stasiun Geofisika Gowa,5,2025-08-25 16:07:33,kesini cuma karena ada vtuber shinna di akun tiktok stasiun geofisika gowa,Positif,Performa,0.7996842265129089
"Usahakan kalau bikin aplikasi yang bisa di gunakan di hp ram besar dan ram kecil,usahakan aplikasi bisa di gunakan di andrid versi 4kitkat.sekian dan terimakasih.",5,2025-08-25 06:14:43,usahakan kalau bikin aplikasi yang bisa di gunakan di hp ram besar dan ram kecil usahakan aplikasi bisa di gunakan di andrid versi 4kitkat sekian dan terimakasih,Positif,UI/UX,0.6068073511123657
"ga akurat untuk cuacanya, bahkan sangat sangat ga akurat, diprediksi hujan malah terang, terang malah hujan. klo ada hujan prediksi langsung dirubah, smua orang jga bsa klo seperti itu mh.",1,2025-08-24 08:45:59,ga akurat untuk cuacanya bahkan sangat sangat ga akurat diprediksi hujan malah terang terang malah hujan klo ada hujan prediksi langsung dirubah smua orang jga bsa klo seperti itu mh,Negatif,Performa,0.6949833631515503
"lokasi cuaca tidak bisa di atur, selalu hanya di gunung sahari",3,2025-08-23 21:11:40,lokasi cuaca tidak bisa di atur selalu hanya di gunung sahari,Netral,Akurasi,0.36199337244033813
Tanggal 18 Agustus 2025 pukul 06.39 aplikasi BMKG error. Aplikasi INFO BMKG Tidak memiliki informasi tentang Vulkanologi. Informasi Vulkanologi itu kan ranahnya BMKG. Kedepannya info BMKG menambahkan Info aktivitas Vulkanik supaya pendaki atau orang yang beraktifitas dekat dengan vulkano tahu indikasi bahaya atau tidak nya.,1,2025-08-23 15:14:46,tanggal 18 agustus 2025 pukul 06 39 aplikasi bmkg error aplikasi info bmkg tidak memiliki informasi tentang vulkanologi informasi vulkanologi itu kan ranahnya bmkg kedepannya info bmkg menambahkan info aktivitas vulkanik supaya pendaki atau orang yang beraktifitas dekat dengan vulkano tahu indikasi bahaya atau tidak nya,Negatif,UI/UX,0.8913593888282776
"sangat bermanfaat,",5,2025-08-23 10:45:24,sangat bermanfaat,Positif,UI/UX,0.4676925539970398
"aplikasi udah Bagus, tapi saya ingin request ada mode gelap di aplikasi ini terimakasih 🙏🏻",5,2025-08-22 22:28:24,aplikasi udah bagus tapi saya ingin request ada mode gelap di aplikasi ini terimakasih,Positif,UI/UX,0.93291836977005
Halo! Bisakah saya mendapatkan info selengkapnya tentang ini?,5,2025-08-22 19:49:36,halo bisakah saya mendapatkan info selengkapnya tentang ini,Positif,UI/UX,0.4103435277938843
aplikasi buatan pemerintah yang paling worth it 😍 semangat terus buat developernya 🫰,5,2025-08-22 15:04:57,aplikasi buatan pemerintah yang paling worth it semangat terus buat developernya,Positif,UI/UX,0.939534068107605
"gabisa menampilkan lokasi terkini yg akurat, serta pemberitahuan bencana nya telat terus.",1,2025-08-21 21:30:09,gabisa menampilkan lokasi terkini yg akurat serta pemberitahuan bencana nya telat terus,Negatif,Performa,0.9830237627029419
"Radar cuaca mati,min!!",2,2025-08-21 16:19:24,radar cuaca mati min,Negatif,Akurasi,0.49675384163856506
Sangat Akurat dan Cepat Dalam Memberikan informasi tentang Cuaca.,5,2025-08-21 11:48:04,sangat akurat dan cepat dalam memberikan informasi tentang cuaca,Positif,Akurasi,0.9948952198028564
udah jauh jauh lebih baik tapi sekarang ada bug uv index tidak bisa ditampilkan dan saya harap bisa zoom in gambar peta peringatan cuacanya. karena terlalu kecil untuk dilihat. + fitur radarnya ga berfungsi,4,2025-08-21 11:34:38,udah jauh jauh lebih baik tapi sekarang ada bug uv index tidak bisa ditampilkan dan saya harap bisa zoom in gambar peta peringatan cuacanya karena terlalu kecil untuk dilihat fitur radarnya ga berfungsi,Positif,Akurasi,0.5162686109542847
"biasanya pemberitahuannya lambat banget biasa jga gak ada pdhl jelas"" di sini ada gempa",1,2025-08-21 10:34:10,biasanya pemberitahuannya lambat banget biasa jga gak ada pdhl jelas di sini ada gempa,Negatif,Performa,0.4806444048881531
aplikasinya gabisa dibuka👎,1,2025-08-21 06:29:16,aplikasinya gabisa dibuka,Negatif,Performa,0.6984707713127136
gempa di jakarta notifikasi 1 jam setelah kejadian..... bagaimana ini,1,2025-08-21 06:10:40,gempa di jakarta notifikasi 1 jam setelah kejadian bagaimana ini,Negatif,Akurasi,0.850560188293457
kenapa punya ku jadi hitam doang. ga nongol aplikasinya?,1,2025-08-20 23:25:22,kenapa punya ku jadi hitam doang ga nongol aplikasinya,Negatif,Performa,0.7010924220085144
knpa hbis di update apknya jdi item doang layarnya kek loding mulu mana lama😕,3,2025-08-20 23:23:47,knpa hbis di update apknya jdi item doang layarnya kek loding mulu mana lama,Netral,UI/UX,0.5202266573905945
